object_id,ecotaxa_img_classif,pros_pred_mask_pixel_area,pros_pred_mask_mm2_area,lip_pred_mask_pixel_area,lip_pred_mask_mm2_area,apsilon_lip_pred_mask_pixel_area,apsilon_lip_pred_mask_mm2_area,prosome_length_mm,object_lat,object_lon,object_date,object_time,object_depth_min,sample_id,sample_lat,sample_long,stage,orientation,species,total_lipids_mg,apsilon_total_lipids_mg,total_lipids_ugC,apsilon_total_lipids_ugC,fullness_ratio_area,month,total_body_ugC,fullness_ratio_ugC,year,species_stage
20150422 181620  952  000000 0146 0506,civstage+lateral<Calanus hyperboreus,7876,4.166404,3197,1.691213,3486,1.844094,4.067255509078965,67.4797,-63.7895,2015-04-22,18:16:20,324.60990778450576,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.4067990140155942,0.4584023567786967,366.11911261403486,412.5621211008271,0.4426104621635348,4,192.0239466440107,2.148493082821944,2015,Calanus hyperboreus_civstage
20150422 181623  284  000000 0392 0440,civstage+lateral<Calanus glacialis,4035,2.134515,1561,0.825769,1162,0.614698,2.5739015678729795,67.4797,-63.7895,2015-04-22,18:16:23,323.522344182463,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus glacialis,0.1512624254123085,0.1006513282117594,136.13618287107766,90.58619539058353,0.2879801734820322,4,86.83592527943426,1.0431880019598,2015,Calanus glacialis_civstage
20150422 181630  048  000000 0146 0200,civstage+lateral<Calanus hyperboreus,7493,3.963797,3699,1.956771,3387,1.791723,4.221196551738787,67.4797,-63.7895,2015-04-22,18:16:30,320.9650137756053,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.4974981049474458,0.440534600970557,447.7482944527012,396.4811408735013,0.4520218870946216,4,216.98846206291083,1.8271991842522517,2015,Calanus hyperboreus_civstage
20150422 181634  946  000001 0470 0320,civstage+lateral<Calanus hyperboreus,6087,3.220023,1790,0.94691,1392,0.7363679999999999,3.467109634541538,67.4797,-63.7895,2015-04-22,18:16:34,319.4310144909926,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,lateral,Calanus hyperboreus,0.1827141729029099,0.1291389343343559,164.44275561261892,116.22504090092038,0.228684080827994,4,113.5656320079766,1.0234173741291468,2015,Calanus hyperboreus_civstage
20150422 181635  146  000000 0272 0620,female+lateral<Calanus hyperboreus,24944,13.195376,7611,4.026218999999999,4786,2.531794,7.628586571790058,67.4797,-63.7895,2015-04-22,18:16:35,319.05190322435976,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,female,lateral,Calanus hyperboreus,1.3465566525792951,0.7099003195634616,1211.9009873213658,638.9102876071154,0.1918697883258499,4,1520.5286978117265,0.4201895620428638,2015,Calanus hyperboreus_female
20150422 181635  179  000000 0590 0740,female+lateral<Calanus hyperboreus,23590,12.47911,8711,4.608118999999999,6048,3.199392,7.1549442663392995,67.4797,-63.7895,2015-04-22,18:16:35,319.05190322435976,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,female,lateral,Calanus hyperboreus,1.6222915740641084,0.9805264500514598,1460.0624166576977,882.4738050463138,0.256379821958457,4,1231.4256072730211,0.7166277847677235,2015,Calanus hyperboreus_female
20150422 181635  946  000000 0374 0350,civstage+ventral<Calanus hyperboreus,8266,4.372713999999999,3273,1.731417,2841,1.502889,4.064512329261617,67.4797,-63.7895,2015-04-22,18:16:35,319.05190322435976,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,ventral,Calanus hyperboreus,0.4202043470387461,0.3456410820959169,378.18391233487154,311.0769738863253,0.3436970723445439,4,191.59818288287565,1.6235904182686705,2015,Calanus hyperboreus_civstage
20150422 181636  012  000000 0896 0350,civstage+ventral<Calanus hyperboreus,8189,4.331981,3080,1.62932,3047,1.611863,4.111213145654147,67.4797,-63.7895,2015-04-22,18:16:36,318.66600964619545,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,ventral,Calanus hyperboreus,0.3863981534794523,0.3806966370342369,347.75833813150706,342.6269733308132,0.3720845036023935,4,198.9366860471849,1.72229154983283,2015,Calanus hyperboreus_civstage
20150422 181637  812  000001 0110 0230,civstage+ventral<Calanus hyperboreus,7009,3.707761,2649,1.401321,3028,1.601812,4.209727985333829,67.4797,-63.7895,2015-04-22,18:16:37,318.28480384217795,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,ventral,Calanus hyperboreus,0.313825446950802,0.3774245581665773,282.44290225572183,339.6821023499196,0.4320159794549864,4,215.0549158750991,1.5795133116008482,2015,Calanus hyperboreus_civstage
20150422 181637  878  000002 0224 0650,civstage+ventral<Calanus hyperboreus,6341,3.354389,2933,1.551557,2501,1.323029,3.5843719628241284,67.4797,-63.7895,2015-04-22,18:16:37,318.28480384217795,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,civstage,ventral,Calanus hyperboreus,0.3611816689720045,0.2898891415336442,325.0635020748041,260.90022738027983,0.3944172843400095,4,126.69883060207556,2.0592157491941827,2015,Calanus hyperboreus_civstage
20150422 181637  912  000002 0422 0620,cvstage+lateral<Calanus glacialis,7091,3.751139,2773,1.466917,2826,1.494954,3.3882257209254996,67.4797,-63.7895,2015-04-22,18:16:37,318.28480384217795,20150422_St-Qikiqtarjuak-Ice Camp_cast#1,67.4797,-63.7895,cvstage,lateral,Calanus glacialis,0.3342765210084578,0.3431252126433165,300.84886890761203,308.8126913789849,0.3985333521365111,4,268.01498620036114,1.1522217311688847,2015,Calanus glacialis_cvstage
